,Title,English,Type,Episodes,Status,Start_Aired,Studios,Source,Genres,Themes,Demographics,Duration_Minutes,Rating,Score,Scored_Users
1091,Fatal Fury: The Motion Picture,Fatal Fury The Motion Picture,Movie,1.0,Finished Airing,1994,Studio Comet,Game,Action,Martial Arts,Shounen,96.0,R+ - Mild Nudity,6.561,6982.0
1092,Golgo 13: Queen Bee,Golgo 13 Queen Bee,OVA,1.0,Finished Airing,1998,"Tezuka Productions, Filmlink International",Manga,Action,Adult Cast,Seinen,56.0,R+ - Mild Nudity,6.561,4118.0
1093,Kanojo mo Kanojo,"Girlfriend, Girlfriend",TV,12.0,Finished Airing,2021,Tezuka Productions,Manga,Comedy,Harem,Shounen,24.0,PG-13 - Teens 13 or older,6.561,141915.0
1094,Kuragehime: Eiyuu Retsuden☆,Princess Jellyfish Specials,Special,4.0,Finished Airing,2011,Brain's Base,Manga,Comedy,Visual Arts,Josei,5.0,PG-13 - Teens 13 or older,6.561,5934.0
1095,Mahoutsukai Sally,Sally the Witch,TV,109.0,Finished Airing,1966,Toei Animation,Manga,Fantasy,School,Shoujo,25.0,G - All Ages,6.551,1002.0
1096,Tokyo ESP,Tokyo ESP,TV,12.0,Finished Airing,2014,Xebec,Manga,Action,Super Power,Shounen,24.0,R - 17+ (violence & profanity),6.551,71271.0
1097,Akihabara Dennou-gumi,Cyber Team in Akihabara,TV,26.0,Finished Airing,1998,Production Reed,Original,Adventure,Mecha,Shoujo,23.0,PG-13 - Teens 13 or older,6.541,2542.0
1098,Burn Up Excess,Burn Up Excess,TV,13.0,Finished Airing,1997,Magic Bus,Original,Action,Detective,Shounen,25.0,PG-13 - Teens 13 or older,6.541,4297.0
1099,Chameleon (OVA),Bite me!,OVA,6.0,Finished Airing,1992,Egg,Manga,Comedy,Delinquents,Seinen,51.0,R+ - Mild Nudity,6.541,521.0
1100,Masamune-kun no Revenge OVA,Masamune-kun's Revenge OVA,OVA,1.0,Finished Airing,2018,SILVER LINK.,Manga,Comedy,Harem,Shounen,23.0,PG-13 - Teens 13 or older,6.541,52756.0
1101,Ring ni Kakero 1: Nichibei Kessen-hen,Ring ni Kakero 1 Episode The Pacific War,TV,12.0,Finished Airing,2006,Toei Animation,Manga,Action,Combat Sports,Shounen,25.0,PG-13 - Teens 13 or older,6.541,692.0
1102,Tokkou,Tokko,TV,13.0,Finished Airing,2006,"AIC Spirits, Group TAC",Manga,Action,Detective,Seinen,24.0,R - 17+ (violence & profanity),6.541,20761.0
1103,Youkai Watch,Yo-kai Watch,TV,214.0,Finished Airing,2014,OLM,Game,Comedy,Mythology,Kids,23.0,G - All Ages,6.541,12832.0
1104,Megami-ryou no Ryoubo-kun.,Mother of the Goddess' Dormitory,TV,10.0,Finished Airing,2021,asread.,Manga,Comedy,Harem,Shounen,25.0,R+ - Mild Nudity,6.531,63373.0
1105,"Minami Kamakura Koukou Joshi Jitenshabu: Kita yo, Taiwan!",kura High School Girls Cycling Club We're In Taiwan!!,Special,1.0,Finished Airing,2017,"J.C.Staff, A.C.G.T.",Manga,Sports,CGDCT,Shounen,23.0,PG-13 - Teens 13 or older,6.531,1828.0
1106,Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,Dragon Ball GT A Hero's Legacy,Special,1.0,Finished Airing,1997,Toei Animation,Manga,Action,Martial Arts,Shounen,44.0,PG-13 - Teens 13 or older,6.531,42505.0
1107,Dragon Quest: Dai no Daibouken,Dragon Quest Great Adventure of Dai,Movie,1.0,Finished Airing,1991,Toei Animation,Game,Adventure,Mythology,Shounen,31.0,G - All Ages,6.531,718.0
1108,Astarotte no Omocha!,Astarotte's Toy,TV,12.0,Finished Airing,2011,Diomedéa,Manga,Comedy,Isekai,Seinen,23.0,PG-13 - Teens 13 or older,6.521,66340.0
1109,Fudanshi Koukou Seikatsu,The Highschool Life of a Fudanshi,TV,12.0,Finished Airing,2016,EMT Squared,4-koma manga,Comedy,Otaku Culture,Shoujo,3.0,PG-13 - Teens 13 or older,6.521,34188.0
1110,Mama wa Poyopoyo Saurus ga Osuki,Mama Loves the Poyopoyo-Saurus,TV,52.0,Finished Airing,1995,Nippon Animation,Manga,Comedy,Childcare,Kids,23.0,G - All Ages,6.521,187.0
1111,Sonic X,Sonic X,TV,78.0,Finished Airing,2003,TMS Entertainment,Game,Adventure,Mecha,Kids,24.0,PG - Children,6.521,43915.0
1112,Street Fighter Zero The Animation,Street Fighter Alpha The Movie,Movie,1.0,Finished Airing,1999,Plum,Game,Action,Martial Arts,Shounen,90.0,PG-13 - Teens 13 or older,6.521,9336.0
1113,Naisho no Tsubomi,Naisho no Tsubomi,OVA,3.0,Finished Airing,2008,Studio Kikan,Manga,Romance,School,Kids,27.0,PG - Children,6.511,3487.0
1114,Nande Koko ni Sensei ga!?,"Why the Hell are You Here, Teacher!?",TV,12.0,Finished Airing,2019,Tear Studio,Manga,Comedy,School,Seinen,11.0,R+ - Mild Nudity,6.511,158096.0
1115,Ore wa Teppei,My Name Is Teppei,TV,28.0,Finished Airing,1977,Nippon Animation,Manga,Action,Combat Sports,Shounen,25.0,PG-13 - Teens 13 or older,6.511,339.0
1116,Triage X: Recollection XOXO,Triage X Recollection XOXO,OVA,1.0,Finished Airing,2015,Xebec,Manga,Action,School,Shounen,23.0,R+ - Mild Nudity,6.511,9548.0
1117,Yoroiden Samurai Troopers Gaiden,Ronin Warriors Gaiden,OVA,2.0,Finished Airing,1989,Sunrise,Original,Adventure,Samurai,Shounen,25.0,PG-13 - Teens 13 or older,6.511,1130.0
1118,Cardfight!! Vanguard G: Z,Cardfight!! Vanguard G Z,TV,24.0,Finished Airing,2017,OLM,Card game,Action,Strategy Game,Shounen,24.0,PG-13 - Teens 13 or older,6.511,3125.0
1119,Fuuka,Fuuka,TV,12.0,Finished Airing,2017,Diomedéa,Manga,Drama,Music,Shounen,24.0,R+ - Mild Nudity,6.511,138859.0
1120,Getter Robo G,Getter Robo G,TV,39.0,Finished Airing,1975,Toei Animation,Manga,Action,Mecha,Shounen,24.0,PG-13 - Teens 13 or older,6.511,930.0
1121,Perman (1983),Superkid (1983),TV,526.0,Finished Airing,1983,Shin-Ei Animation,Manga,Comedy,School,Kids,12.0,PG - Children,6.501,2079.0
1122,100-man no Inochi no Ue ni Ore wa Tatteiru,I'm Standing on a Million Lives,TV,12.0,Finished Airing,2020,Maho Film,Manga,Action,Isekai,Shounen,23.0,PG-13 - Teens 13 or older,6.501,125830.0
1123,Bakugan Battle Brawlers: New Vestroia,Bakugan New Vestroia,TV,52.0,Finished Airing,2010,TMS Entertainment,Original,Adventure,Strategy Game,Shounen,24.0,PG - Children,6.501,38707.0
1124,Dragon Ball Z: Zenbu Misemasu Toshi Wasure Dragon Ball Z!,Looking Back at it All The Dragon Ball Z Year-End Show!,Special,1.0,Finished Airing,1993,Toei Animation,Manga,Action,Martial Arts,Shounen,5.0,PG-13 - Teens 13 or older,6.501,6514.0
1125,Boku no Chikyuu wo Mamotte: Kiniro no Toki Nagarete,Please Save My Earth The Passing of the Golden Age,Special,1.0,Finished Airing,2001,Production I.G,Manga,Drama,Music,Shoujo,29.0,PG-13 - Teens 13 or older,6.491,385.0
1126,Cardfight!! Vanguard G,Cardfight!! Vanguard G,TV,48.0,Finished Airing,2014,TMS Entertainment,Card game,Action,Strategy Game,Shounen,24.0,PG-13 - Teens 13 or older,6.491,7332.0
1127,KO Seiki Beast Sanjuushi,KO Century Beast Warriors,OVA,7.0,Finished Airing,1992,Gainax,Original,Adventure,Mecha,Shounen,27.0,PG-13 - Teens 13 or older,6.491,805.0
1128,Phantom The Animation,Phantom The Animation,OVA,3.0,Finished Airing,2004,Arcs Create,Visual novel,Action,Organized Crime,Shounen,30.0,R - 17+ (violence & profanity),6.491,5745.0
1129,Peace Maker Kurogane Movie 2: Yuumei,PEACE MAKER KUROGANE – Belief & Friend,Movie,1.0,Finished Airing,2018,White Fox,Manga,Action,Historical,Shounen,56.0,R - 17+ (violence & profanity),6.481,420.0
1130,Taiho Shichau zo in America,You're Under Arrest No Mercy!!,Special,1.0,Finished Airing,2002,Studio Deen,Manga,Action,Adult Cast,Shounen,23.0,PG-13 - Teens 13 or older,6.481,1822.0
1131,Teekyuu 2 Specials,Teekyu 2 Specials,Special,2.0,Finished Airing,2013,MAPPA,Manga,Comedy,School,Shounen,2.0,PG-13 - Teens 13 or older,6.481,5674.0
1132,Teekyuu 3 Specials,Teekyu 3 Specials,Special,2.0,Finished Airing,2014,MAPPA,Manga,Comedy,School,Shounen,2.0,PG-13 - Teens 13 or older,6.481,5067.0
1133,Aozora Shoujo-tai,801 T.T.S. Airbats,OVA,7.0,Finished Airing,1994,Studio Fantasia,Manga,Action,Military,Shounen,27.0,R+ - Mild Nudity,6.481,2836.0
1134,Bakuon!!,Bakuon!!,TV,12.0,Finished Airing,2016,TMS Entertainment,Manga,Comedy,CGDCT,Seinen,23.0,PG-13 - Teens 13 or older,6.481,23052.0
1135,Chou Kuse ni Narisou,I'll Make a Habit of It,TV,39.0,Finished Airing,1994,"Studio Kyuuma, Studio Kikan, Azeta Pictures",Manga,Comedy,Crossdressing,Shoujo,25.0,PG-13 - Teens 13 or older,6.481,323.0
1136,Slow Step,Slow Step,OVA,5.0,Finished Airing,1991,Pastel,Manga,Comedy,School,Shoujo,45.0,PG-13 - Teens 13 or older,6.471,887.0
1137,Dragon Ball GT,Dragon Ball GT,TV,64.0,Finished Airing,1996,Toei Animation,Manga,Action,Super Power,Shounen,24.0,PG-13 - Teens 13 or older,6.471,396042.0
1138,Hajimete no Gal: Hajimete no Bunkasai,My First Girlfriend is a Gal My First Cultural Festival,OVA,1.0,Finished Airing,2017,NAZ,Manga,Comedy,School,Shounen,23.0,PG-13 - Teens 13 or older,6.471,32269.0
1139,Bakuretsu Hunters OVA,Sorcerer Hunters,OVA,3.0,Finished Airing,1996,Xebec,Manga,Action,Harem,Shounen,28.0,R+ - Mild Nudity,6.461,2540.0
1140,F-Zero: Falcon Densetsu,F-Zero GP Legend,TV,51.0,Finished Airing,2003,Production Reed,Game,Action,Mecha,Shounen,23.0,PG - Children,6.461,2530.0
1141,Karakuri no Kimi,Puppet Princess,OVA,1.0,Finished Airing,2000,TMS Entertainment,Manga,Action,Historical,Shounen,41.0,R+ - Mild Nudity,6.461,2725.0
1142,"Kyou, Koi wo Hajimemasu",Today We Start Our Love,OVA,2.0,Finished Airing,2010,J.C.Staff,Manga,Romance,School,Shoujo,20.0,PG-13 - Teens 13 or older,6.461,15827.0
1143,Yuusha Exkaiser,The Brave Fighter Exkizer,TV,48.0,Finished Airing,1990,Sunrise,Original,Action,Mecha,Shounen,24.0,G - All Ages,6.461,625.0
1144,Mugyutto! Black Clover,Squishy! Black Clover,ONA,8.0,Finished Airing,2019,DLE,Manga,Comedy,Parody,Shounen,7.0,PG-13 - Teens 13 or older,6.461,5863.0
1145,Rokumon Tengai Mon Colle Knights,Six Gates Faraway Mon Colle Knights,TV,51.0,Finished Airing,2000,Studio Deen,Card game,Adventure,Parody,Kids,25.0,G - All Ages,6.461,1763.0
1146,Upotte!!,Upotte!!,ONA,10.0,Finished Airing,2012,Xebec,Manga,Action,Military,Seinen,24.0,R - 17+ (violence & profanity),6.461,30088.0
1147,Yoroiden Samurai Troopers Kikoutei Densetsu,Ronin Warriors Legend of Kikoutei,OVA,4.0,Finished Airing,1989,Sunrise,Original,Adventure,Samurai,Shounen,26.0,PG-13 - Teens 13 or older,6.461,937.0
1148,Mahou no Idol Pastel Yumi,Magical Idol Pastel Yumi,TV,25.0,Finished Airing,1986,Pierrot,Original,Comedy,Mahou Shoujo,Kids,23.0,G - All Ages,6.451,677.0
1149,Pet,Pet,TV,13.0,Finished Airing,2020,Geno Studio,Manga,Mystery,Psychological,Seinen,23.0,R - 17+ (violence & profanity),6.451,27462.0
1150,Terra e...,Toward the Terra,Movie,1.0,Finished Airing,1980,Toei Animation,Manga,Action,Space,Shounen,111.0,PG-13 - Teens 13 or older,6.451,3413.0
1151,Arata Kangatari,Arata The Legend,TV,12.0,Finished Airing,2013,Satelight,Manga,Adventure,Isekai,Shounen,24.0,PG-13 - Teens 13 or older,6.451,31808.0
1152,Battle Athletess Daiundoukai,Battle Athletes,OVA,6.0,Finished Airing,1997,AIC,Original,Action,Space,Shounen,32.0,PG-13 - Teens 13 or older,6.451,2097.0
1153,Gekiganger 3: The Movie,Gekiganger 3,OVA,1.0,Finished Airing,1998,Xebec,Original,Action,Mecha,Shounen,30.0,PG-13 - Teens 13 or older,6.451,1952.0
1154,Centaur no Nayami,A Centaur's Life,TV,12.0,Finished Airing,2017,Haoliners Animation League,Manga,Comedy,School,Seinen,23.0,R+ - Mild Nudity,6.441,36607.0
1155,Dragon Ball Z: Atsumare! Gokuu World,Dragon Ball Z Gather Together! Goku's World,OVA,1.0,Finished Airing,1992,Toei Animation,Manga,Action,Martial Arts,Shounen,30.0,G - All Ages,6.441,9429.0
1156,Kenka Banchou Otome: Girl Beats Boys,Kenka Bancho Otome -Girl Beats Boys-,TV,12.0,Finished Airing,2017,"Project No.9, A-Real",Visual novel,Action,Crossdressing,Shoujo,8.0,PG-13 - Teens 13 or older,6.441,33952.0
1157,"Ore, Twintail ni Narimasu.",Gonna be the Twin-Tail!!,TV,12.0,Finished Airing,2014,Production IMS,Light novel,Action,Magical Sex Shift,Shounen,24.0,PG-13 - Teens 13 or older,6.441,62551.0
1158,Sabu to Ichi Torimono Hikae,Sabu & Ichi's Arrest Warrant,TV,52.0,Finished Airing,1968,Toei Animation,Manga,Action,Detective,Shounen,25.0,R - 17+ (violence & profanity),6.441,298.0
1159,Sukeban Deka,Delinquent Detective,OVA,2.0,Finished Airing,1991,SIDO LIMITED,Manga,Action,Delinquents,Shoujo,47.0,R - 17+ (violence & profanity),6.441,1934.0
1160,Pokemon: Meloetta no Kirakira Recital,Pokemon Meloetta's Moonlight Serenade,Movie,1.0,Finished Airing,2012,OLM,Game,Adventure,Music,Kids,20.0,PG - Children,6.431,3814.0
1161,Sakura Taisen: Katsudou Shashin,Sakura Wars The Movie,Movie,1.0,Finished Airing,2001,Production I.G,Visual novel,Adventure,Mecha,Shounen,85.0,PG-13 - Teens 13 or older,6.431,2838.0
1162,Koukaku Kidoutai: Shin Movie Virtual Reality Diver,Ghost in the Shell The New Movie Virtual Reality Diver,Special,1.0,Finished Airing,2016,Production I.G,Manga,Sci-Fi,Adult Cast,Seinen,15.0,R+ - Mild Nudity,6.431,598.0
1163,Tejina-senpai,Magical Sempai,TV,12.0,Finished Airing,2019,LIDENFILMS,Manga,Comedy,Performing Arts,Seinen,12.0,PG-13 - Teens 13 or older,6.421,116872.0
1164,Ginga Kikoutai Majestic Prince: Mirai e no Tsubasa,Majestic Prince Episode 25 – Wings to the Future,Special,1.0,Finished Airing,2016,"Orange, Seven Arcs Pictures",Manga,Action,Mecha,Seinen,23.0,PG-13 - Teens 13 or older,6.421,2585.0
1165,Hello Harinezumi: Satsui no Ryoubun,Domain of Murder,OVA,1.0,Finished Airing,1992,Studio Deen,Manga,Drama,Psychological,Seinen,51.0,R+ - Mild Nudity,6.421,1245.0
1166,Koukaku Kidoutai: SAC_2045 - Jizoku Kanou Sensou,Ghost in the Shell SAC_2045 - Sustainable War,Movie,1.0,Finished Airing,2021,"Production I.G, Sola Digital Arts",Manga,Action,Adult Cast,Seinen,118.0,R+ - Mild Nudity,6.421,803.0
1167,Android Ana Maico 2010,Android Announcer Maico 2010,TV,24.0,Finished Airing,1998,"Group TAC, Animaruya",Manga,Comedy,Workplace,Seinen,14.0,PG-13 - Teens 13 or older,6.411,1079.0
1168,Demashita! Powerpuff Girls Z,Powerpuff Girls Z,TV,52.0,Finished Airing,2006,Toei Animation,Other,Action,School,Shoujo,25.0,PG - Children,6.411,14068.0
1169,"Dragon, Ie wo Kau.",Dragon Goes House-Hunting,TV,12.0,Finished Airing,2021,Signal.MD,Manga,Comedy,Iyashikei,Shounen,23.0,PG-13 - Teens 13 or older,6.411,18539.0
1170,One Pound Gospel,One Pound Gospel,OVA,1.0,Finished Airing,1988,Gallop,Manga,Comedy,Combat Sports,Seinen,50.0,PG-13 - Teens 13 or older,6.411,1908.0
1171,The Hakkenden: Shin Shou,The Hakkenden Legend of the Dog Warriors Part 2,OVA,7.0,Finished Airing,1993,AIC,Novel,Action,Historical,Shounen,30.0,R - 17+ (violence & profanity),6.411,846.0
1172,Tokyo Ghoul:re 2nd Season,Tokyo Ghoulre 2nd Season,TV,12.0,Finished Airing,2018,"Pierrot, Pierrot Plus",Manga,Action,Gore,Seinen,24.0,R - 17+ (violence & profanity),6.411,456228.0
1173,Transformers: The☆Headmasters,Transformers The Headmasters,TV,35.0,Finished Airing,1987,Toei Animation,Other,Action,Mecha,Shounen,23.0,PG - Children,6.401,1712.0
1174,Fatal Fury: Legend of the Hungry Wolf,Fatal Fury Legend of the Hungry Wolf,Special,1.0,Finished Airing,1992,Studio Comet,Game,Action,Martial Arts,Shounen,45.0,PG-13 - Teens 13 or older,6.401,5527.0
1175,Kanokon,Kanokon The Girl Who Cried Fox,TV,12.0,Finished Airing,2008,Xebec,Light novel,Comedy,Harem,Shounen,24.0,R+ - Mild Nudity,6.401,114610.0
1176,Katsute Kami Datta Kemono-tachi e,To the Abandoned Sacred Beasts,TV,12.0,Finished Airing,2019,MAPPA,Manga,Action,Military,Shounen,23.0,R - 17+ (violence & profanity),6.401,49558.0
1177,Kodai Ouja Kyouryuu King: Yokuryuu Densetsu,Dinosaur King D-Kids Adventure Pterosaur Legend,TV,30.0,Finished Airing,2008,Sunrise,Game,Action,Strategy Game,Kids,24.0,G - All Ages,6.401,5096.0
1178,Seikon no Qwaser: Jotei no Shouzou,The Qwaser of Stigmata Portrait of the Empress,OVA,1.0,Finished Airing,2010,Hoods Entertainment,Manga,Action,Super Power,Seinen,23.0,R+ - Mild Nudity,6.391,10752.0
1179,Girls Bravo: First Season,Girls Bravo,TV,11.0,Finished Airing,2004,AIC Spirits,Manga,Comedy,Harem,Shounen,23.0,R+ - Mild Nudity,6.391,69159.0
1180,Choujuushin Gravion,Super Heavy God Gravion,TV,13.0,Finished Airing,2002,Gonzo,Original,Action,Mecha,Shounen,23.0,PG-13 - Teens 13 or older,6.381,4673.0
1181,Nozo x Kimi,Nozo x Kimi,OVA,3.0,Finished Airing,2014,Zexcs,Manga,Comedy,School,Shounen,23.0,R+ - Mild Nudity,6.381,14533.0
1182,Saikin Yatotta Maid ga Ayashii,The Maid I Hired Recently Is Mysterious,TV,11.0,Currently Airing,2022,"SILVER LINK., Blade",Manga,Comedy,Romantic Subtext,Shounen,23.0,PG-13 - Teens 13 or older,6.381,10287.0
1183,Tokyo Ghoul:re,Tokyo Ghoulre,TV,12.0,Finished Airing,2018,"Pierrot, Pierrot Plus",Manga,Action,Gore,Seinen,24.0,R - 17+ (violence & profanity),6.381,626181.0
1184,Sakura Taisen: Le Nouveau Paris,Sakura Wars The New Paris,OVA,3.0,Finished Airing,2004,Radix,Game,Adventure,Mecha,Shounen,31.0,PG-13 - Teens 13 or older,6.371,855.0
1185,Sakura Taisen: Sumire,Sakura Wars ~Su~Mi~Re~,OVA,1.0,Finished Airing,2002,Radix,Game,Adventure,Mecha,Shounen,24.0,PG-13 - Teens 13 or older,6.371,1020.0
1186,Uchuu Senkan Tiramisù II Specials,Space Battleship Tiramisu Zwei Specials,Special,4.0,Finished Airing,2019,Gonzo,Web manga,Comedy,Mecha,Seinen,7.0,PG-13 - Teens 13 or older,6.371,873.0
1187,Yu☆Gi☆Oh! Zexal,Yu-Gi-Oh! Zexal,TV,73.0,Finished Airing,2011,Gallop,Manga,Action,Strategy Game,Shounen,24.0,PG-13 - Teens 13 or older,6.371,40452.0
1188,Seikon no Qwaser,The Qwaser of Stigmata,TV,24.0,Finished Airing,2010,Hoods Entertainment,Manga,Action,Super Power,Seinen,24.0,R+ - Mild Nudity,6.361,125792.0
1189,Tenkai Knights,Tenkai Knights,TV,52.0,Finished Airing,2014,Bones,Original,Action,Mecha,Kids,24.0,G - All Ages,6.361,1895.0
1190,Tetsujin 28-gou,Gigantor,TV,96.0,Finished Airing,1963,Eiken,Manga,Adventure,Mecha,Shounen,25.0,G - All Ages,6.361,886.0
1191,Yatogame-chan Kansatsu Nikki Nisatsume,Yatogame-chan Kansatsu Nikki 2,TV,12.0,Finished Airing,2020,"Creators in Pack, Saetta",4-koma manga,Comedy,School,Shounen,3.0,PG-13 - Teens 13 or older,6.361,7966.0
1192,Burn Up! W,Burn-Up W On the Case & In your Face,OVA,4.0,Finished Airing,1996,AIC,Original,Comedy,Mecha,Shounen,27.0,R+ - Mild Nudity,6.361,4311.0
1193,Gurazeni,Gurazeni Money Pitch,TV,12.0,Finished Airing,2018,Studio Deen,Manga,Comedy,Team Sports,Seinen,23.0,PG-13 - Teens 13 or older,6.361,4750.0
1194,Hareluya II Boy,Hareluya II Boy,TV,25.0,Finished Airing,1997,Triangle Staff,Manga,Action,School,Shounen,23.0,PG-13 - Teens 13 or older,6.361,335.0
1195,Sanctuary,Sanctuary,OVA,1.0,Finished Airing,1996,Pastel,Manga,Action,Detective,Seinen,67.0,R+ - Mild Nudity,6.341,1483.0
1196,Super Zugan,Super Zugan,TV,21.0,Finished Airing,1992,Studio Deen,Manga,Comedy,Strategy Game,Shounen,25.0,PG-13 - Teens 13 or older,6.341,133.0
1197,"Dr. Slump Movie 02: ""Hoyoyo!"" Uchuu Daibouken","Dr. Slump ""Hoyoyo!"" Space Adventure",Movie,1.0,Finished Airing,1982,Toei Animation,Manga,Comedy,Gag Humor,Shounen,90.0,PG-13 - Teens 13 or older,6.341,550.0
1198,Jikuu Tantei Genshi-kun,Flint the Time Detective,TV,39.0,Finished Airing,1998,Group TAC,Original,Adventure,Time Travel,Shounen,25.0,PG - Children,6.341,4538.0
1199,Ikoku Meiro no Croisée Picture Drama,La croisée dans un labyrinthe étranger Picture Drama,Special,6.0,Finished Airing,2011,Satelight,Manga,Slice of Life,Historical,Seinen,6.0,G - All Ages,6.341,1398.0
1200,Joou Heika no Petite Angie,Angie Girl,TV,26.0,Finished Airing,1977,"Nippon Animation, Production Reed",Original,Mystery,Historical,Shoujo,24.0,PG-13 - Teens 13 or older,6.341,321.0
1201,Mahou Shoujo Tokushusen Asuka,Magical Girl Spec-Ops Asuka,TV,12.0,Finished Airing,2019,LIDENFILMS,Manga,Action,Military,Seinen,24.0,R - 17+ (violence & profanity),6.331,25477.0
1202,Teekyuu 4 Specials,Teekyu 4 Specials,Special,2.0,Finished Airing,2015,Millepensee,Manga,Comedy,School,Shounen,2.0,PG-13 - Teens 13 or older,6.331,2749.0
1203,Gokujou!! Mecha Mote Iinchou,The Best!! Extremely Cool Student Council President,TV,51.0,Finished Airing,2009,Shogakukan Music & Digital Entertainment,Manga,Comedy,School,Shoujo,24.0,PG - Children,6.331,2264.0
1204,Bai Ye Ling Long,Whited Nighttime,ONA,25.0,Finished Airing,2018,Seven Stone Entertainment,Manga,Romance,School,Shoujo,15.0,PG-13 - Teens 13 or older,6.321,644.0
1205,Seikon no Qwaser II,The Qwaser of Stigmata II,TV,12.0,Finished Airing,2011,Hoods Entertainment,Manga,Action,Super Power,Seinen,24.0,R+ - Mild Nudity,6.321,59397.0
1206,Tian Xin Ge Ge,Ori-Princess,TV,52.0,Finished Airing,2011,Puzzle Animation Studio Limited,Original,Comedy,Historical,Kids,22.0,PG - Children,6.321,107.0
1207,Minami Kamakura Koukou Joshi Jitenshabu,Minami Kamakura High School Girls Cycling Club,TV,12.0,Finished Airing,2017,"J.C.Staff, A.C.G.T.",Manga,Sports,CGDCT,Shounen,23.0,PG-13 - Teens 13 or older,6.311,7230.0
1208,Baraou no Souretsu,Requiem of the Rose King,TV,24.0,Finished Airing,2022,J.C.Staff,Manga,Action,Historical,Shoujo,23.0,PG-13 - Teens 13 or older,6.311,9661.0
1209,Ikoku Meiro no Croisée: Yune & Alice,La croisée dans un labyrinthe étranger Yune & Alice,Special,7.0,Finished Airing,2011,Satelight,Manga,Slice of Life,Historical,Seinen,2.0,G - All Ages,6.311,1701.0
1210,Berserk,Berserk (2016),TV,12.0,Finished Airing,2016,"Millepensee, GEMBA",Manga,Action,Gore,Seinen,24.0,R+ - Mild Nudity,6.301,162793.0
1211,Boukyaku no Senritsu,The Melody of Oblivion,TV,24.0,Finished Airing,2004,"Gainax, J.C.Staff",Manga,Adventure,Mecha,Shounen,23.0,PG-13 - Teens 13 or older,6.301,5927.0
1212,Rikujou Bouei-tai Mao-chan,Ground Defense Force! Mao-chan,TV,26.0,Finished Airing,2002,Xebec,Original,Comedy,Military,Kids,12.0,G - All Ages,6.291,1406.0
1213,Dr. Slump Movie 04: Arale-chan Hoyoyo! Nanaba Shiro no Hihou,Dr. Slump and Arale-chan Hoyoyo! The Treasure of Nanaba Castle,Movie,1.0,Finished Airing,1984,Toei Animation,Manga,Comedy,Gag Humor,Shounen,48.0,PG-13 - Teens 13 or older,6.291,496.0
1214,Hajimete no Gal,My First Girlfriend is a Gal,TV,10.0,Finished Airing,2017,NAZ,Manga,Comedy,School,Shounen,23.0,PG-13 - Teens 13 or older,6.291,268893.0
1215,Tenshi Kinryouku,Angel Sanctuary,OVA,3.0,Finished Airing,2000,Hal Film Maker,Manga,Action,Reincarnation,Shoujo,29.0,R+ - Mild Nudity,6.281,26309.0
1216,B-Legend! Battle B-Daman,Battle B-Daman,TV,52.0,Finished Airing,2004,Nippon Animation,Manga,Adventure,Strategy Game,Kids,22.0,PG - Children,6.281,7190.0
1217,Koutetsu Tenshi Kurumi 2,Steel Angel Kurumi 2,TV,12.0,Finished Airing,2001,OLM,Original,Comedy,Mecha,Shounen,15.0,R+ - Mild Nudity,6.271,5207.0
1218,Warau Salesman New,The Laughing Salesman,TV,12.0,Finished Airing,2017,Shin-Ei Animation,Manga,Comedy,Adult Cast,Seinen,23.0,PG-13 - Teens 13 or older,6.271,7288.0
1219,Little El Cid no Bouken,Adventures of Little El Cid,TV,26.0,Finished Airing,1984,Nippon Animation,Original,Adventure,Historical,Kids,25.0,G - All Ages,6.261,225.0
1220,Shaonian Jinyiwei,The Young Imperial Guards,ONA,13.0,Finished Airing,2017,Boyan Pictures,Original,Action,Historical,Shounen,18.0,PG-13 - Teens 13 or older,6.261,243.0
1221,Arcana Famiglia,La storia della Arcana Famiglia,TV,12.0,Finished Airing,2012,J.C.Staff,Visual novel,Action,Reverse Harem,Shoujo,24.0,PG-13 - Teens 13 or older,6.261,94729.0
1222,Chinmoku no Kantai,Silent Service,OVA,3.0,Finished Airing,1995,Sunrise,Manga,Action,Military,Seinen,30.0,PG-13 - Teens 13 or older,6.261,714.0
1223,"Fudanshi Koukou Seikatsu: Sports no Aki, Bonnou no Aki",The Highschool Life of a Fudanshi Special,Special,1.0,Finished Airing,2016,EMT Squared,4-koma manga,Comedy,School,Shoujo,4.0,PG-13 - Teens 13 or older,6.261,1281.0
1224,Guskou Budori no Denki (2012),The Life of Budori Gusuko,Movie,1.0,Finished Airing,2012,Tezuka Productions,Novel,Drama,Anthropomorphic,Kids,106.0,G - All Ages,6.261,1941.0
1225,12-sai.,Age 12,OVA,8.0,Finished Airing,2014,SynergySP,Manga,Romance,School,Shoujo,11.0,PG - Children,6.251,5696.0
1226,Ganbare! Kickers Specials,Fight! Kickers,Special,3.0,Finished Airing,1988,Pierrot,Manga,Comedy,Team Sports,Kids,23.0,G - All Ages,6.251,360.0
1227,Dance with Devils,Dance with Devils,TV,12.0,Finished Airing,2015,Brain's Base,Mixed media,Fantasy,Mythology,Shoujo,23.0,R - 17+ (violence & profanity),6.241,54099.0
